acta_id,dept,mun,zona,stand,mesa,hash,status,path,ok
07_068_00_00_007,07,068,00,00,007,d01a8224cd2874b157c80110f7d3533f53cf26f423c35bcee026912dd043b2bb.pdf,status11,training\pdfs_train\07\07_068_00_00_007.pdf,True
26_001_08_03_015,26,001,08,03,015,e6cf42e027c618158d2192169564a471788e925927817db8b06e8ed8015e8159.pdf,status11,training\pdfs_train\26\26_001_08_03_015.pdf,True
07_163_00_00_013,07,163,00,00,013,f885b1e27d056311dc02f520aed327a51e94c729e719b16b040a30f410f5f2f3.pdf,status11,training\pdfs_train\07\07_163_00_00_013.pdf,True
03_013_01_01_001,03,013,01,01,001,cbed938e2fa4f5de054e97c8c5a469972a54b7aa071f6d3a0542e5d3b94c39f0.pdf,status11,training\pdfs_train\03\03_013_01_01_001.pdf,True
26_080_01_05_006,26,080,01,05,006,9f0113643338d5ef7930df62c23fb23db6f3d632a9396c2319444b047cc6584b.pdf,status11,training\pdfs_train\26\26_080_01_05_006.pdf,True
17_001_02_01_020,17,001,02,01,020,230e34591178c0af09b8878c23c15b837a7add9472362eeec9ce4bd90ce5b1e9.pdf,status11,training\pdfs_train\17\17_001_02_01_020.pdf,True
07_235_00_00_020,07,235,00,00,020,3cd66bf85aa21687be643233e0798ac0957d2b0fed787fe85404df56bb5a20f6.pdf,status11,training\pdfs_train\07\07_235_00_00_020.pdf,True
26_001_02_02_018,26,001,02,02,018,6ec6253efbb82d7963dc86141eba34eff175ae403cdd25ce3a9822d59045bb76.pdf,status11,training\pdfs_train\26\26_001_02_02_018.pdf,True
26_020_01_01_012,26,020,01,01,012,8d2d44369b38d3e99451e2a19adc2abf8ef2713a152edda169bd808be34d0413.pdf,status11,training\pdfs_train\26\26_020_01_01_012.pdf,True
03_046_02_03_014,03,046,02,03,014,6aef94605516fb9ce32c8ac63b9d7666fdd8da525cc48f4a2769eeab57ff34bf.pdf,status11,training\pdfs_train\03\03_046_02_03_014.pdf,True
03_007_01_02_009,03,007,01,02,009,08c21cb498be3a5f8da0042763a6d4023ed9b4f64274ac9da1f123c0bc295cef.pdf,status11,training\pdfs_train\03\03_007_01_02_009.pdf,True
26_001_06_04_001,26,001,06,04,001,793bb1ee18e5c0e4f9c67e11653e883bacd245fe7861aacede5ac4c4be2b5d29.pdf,status11,training\pdfs_train\26\26_001_06_04_001.pdf,True
03_001_08_02_026,03,001,08,02,026,7a370ae182c8e03a958f90cc5f9a1031f9c569db0b417f2671df1c388153163a.pdf,status11,training\pdfs_train\03\03_001_08_02_026.pdf,True
17_001_03_02_036,17,001,03,02,036,784f25c2dd119e08e3f37cf82472928d416ac84c39cda46a505d91b9d56f642f.pdf,status11,training\pdfs_train\17\17_001_03_02_036.pdf,True
03_049_01_01_020,03,049,01,01,020,ca110bf4fc44141e7271e8ff78a2e4f105d327fc008824ddc8a75f925b6c29c2.pdf,status11,training\pdfs_train\03\03_049_01_01_020.pdf,True
07_277_02_04_011,07,277,02,04,011,97186a68b994915c266573b247a47e08e6d18f71ea12e0b2fa3e09df9ddbd94a.pdf,status11,training\pdfs_train\07\07_277_02_04_011.pdf,True
17_048_00_00_010,17,048,00,00,010,2cfd2b0617c342cbf055f9b212c5e0b00a45efab078201e3596413d6b460172c.pdf,status11,training\pdfs_train\17\17_048_00_00_010.pdf,True
26_060_02_04_002,26,060,02,04,002,21cba62f3dd4155c6d8e240cb113add55d400046720e3405a8a7854af543404c.pdf,status11,training\pdfs_train\26\26_060_02_04_002.pdf,True
07_139_00_00_009,07,139,00,00,009,d36c798d24d1c59146bf888def9ff548c5f296f4d7844a3af49e4c3e21fac50a.pdf,status11,training\pdfs_train\07\07_139_00_00_009.pdf,True
03_001_09_03_004,03,001,09,03,004,ab5f0f8c361e55be5ac07241c67739437c144baf6ce9a999970bf486f4df1a7d.pdf,status11,training\pdfs_train\03\03_001_09_03_004.pdf,True
03_001_12_02_019,03,001,12,02,019,ba240cc4b49f7885c4585344790cc015e0d4383d9f9797d5dcef486c1fa4550b.pdf,status11,training\pdfs_train\03\03_001_12_02_019.pdf,True
17_038_99_82_001,17,038,99,82,001,b0d716b37ff1709177c5e51c808dda344957102dbdac6838c68829f45ef32652.pdf,status11,training\pdfs_train\17\17_038_99_82_001.pdf,True
26_080_01_01_001,26,080,01,01,001,acca4296ca68631d84f18691a95123f728a0a7bb4ffc8f8f974f83ac7b76fdc7.pdf,status11,training\pdfs_train\26\26_080_01_01_001.pdf,True
07_319_00_00_008,07,319,00,00,008,a98e059877dae2ea2e885374c41b649e2d098a7d6805a73c854c24b7f39d86ab.pdf,status11,training\pdfs_train\07\07_319_00_00_008.pdf,True
07_173_00_00_004,07,173,00,00,004,b949d1d2a41809ebdc8931a8b46a7c4d53a3b086f66404cd709b63d76e3a7412.pdf,status11,training\pdfs_train\07\07_173_00_00_004.pdf,True
26_060_01_04_005,26,060,01,04,005,a306869b93ed1a7189f18fe8dd1d35310ee736a675c510d9306ff282ec2564c9.pdf,status11,training\pdfs_train\26\26_060_01_04_005.pdf,True
17_002_99_60_001,17,002,99,60,001,962ee41c8d10dfcee8f461fd1e66dd26801f5da5d2ea13fd73c3291c01fa8a1e.pdf,status11,training\pdfs_train\17\17_002_99_60_001.pdf,True
26_080_90_01_005,26,080,90,01,005,5bfcc9494c263aecfd9445144bc8033bf3c143edb316d6be14db9784c5912307.pdf,status11,training\pdfs_train\26\26_080_90_01_005.pdf,True
03_001_14_03_030,03,001,14,03,030,213683529a7d752e85fdfa62db44788e6dc2750fe599390609651d491d961fb7.pdf,status11,training\pdfs_train\03\03_001_14_03_030.pdf,True
17_019_00_00_037,17,019,00,00,037,bdbbf617b0bfddd8f7fc4c2792c605841fee28a02297825b99c2a4bc3dcabbe5.pdf,status11,training\pdfs_train\17\17_019_00_00_037.pdf,True
07_283_00_00_016,07,283,00,00,016,5c575e08ef4374f29c6415718aeb2dbb55a92a1df09d156fedcaa66fa3c3c7c8.pdf,status11,training\pdfs_train\07\07_283_00_00_016.pdf,True
03_016_00_02_011,03,016,00,02,011,22eb8a9938b11e1210eb42edfcd6cfdc797df4875ca4805044b7714839024567.pdf,status11,training\pdfs_train\03\03_016_00_02_011.pdf,True
17_025_00_00_015,17,025,00,00,015,318a2cbc60fd466e68e2531ef97ee6a784170a9dba9b28f9f9eb697e372574e6.pdf,status11,training\pdfs_train\17\17_025_00_00_015.pdf,True
26_001_03_03_012,26,001,03,03,012,5da050512f2124cfe61d32dffe486d3cdaf65ffdbde9c3176dcbaead8ef8f88c.pdf,status11,training\pdfs_train\26\26_001_03_03_012.pdf,True
26_080_99_53_001,26,080,99,53,001,92b19598660c9bf893d59f194418669b102628132f91a4f9d9943bee0a188a59.pdf,status11,training\pdfs_train\26\26_080_99_53_001.pdf,True
26_001_09_06_002,26,001,09,06,002,68ab9210a57c3dffbd4f239f55627b268e5d222229420a57dd53291226ab80bc.pdf,status11,training\pdfs_train\26\26_001_09_06_002.pdf,True
03_007_02_02_013,03,007,02,02,013,6a6a944076e0716bcbd89b949ffd0f04a225826813006821dd0863796a70be4c.pdf,status11,training\pdfs_train\03\03_007_02_02_013.pdf,True
07_001_02_01_029,07,001,02,01,029,5c3249be3ccf562a542fa58b6a923aed2f1b2aee938a71ac637018257354d6e3.pdf,status11,training\pdfs_train\07\07_001_02_01_029.pdf,True
03_001_34_01_016,03,001,34,01,016,86f521e501e5f1ffd466a14af9ec3024438972ab65c75b3716e09c7836b3f105.pdf,status11,training\pdfs_train\03\03_001_34_01_016.pdf,True
17_001_01_02_015,17,001,01,02,015,4b4d7d84a2cd8ff722418eceb8319c24ec8f421c43a1f40355ed145c3bb7e9b0.pdf,status11,training\pdfs_train\17\17_001_01_02_015.pdf,True
26_010_02_03_021,26,010,02,03,021,517659d1d50bc9207ba6d71c431b387c96e50b87007bd7a0518c0a5159248fdb.pdf,status11,training\pdfs_train\26\26_010_02_03_021.pdf,True
17_006_00_00_004,17,006,00,00,004,e64f4e82ce19e6413f207781fb6f1799e0d910aef12712efd8ea02ab97e0d038.pdf,status11,training\pdfs_train\17\17_006_00_00_004.pdf,True
07_079_01_04_009,07,079,01,04,009,b4130d64d8f53210ed1bbcc796adbc1dc76f955cae632f2988fec9e92822b7bb.pdf,status11,training\pdfs_train\07\07_079_01_04_009.pdf,True
07_283_00_00_006,07,283,00,00,006,9da51605e6945a449be4bea33c808f6fe7a5bc28887f75a6e424c0a30a5b3597.pdf,status11,training\pdfs_train\07\07_283_00_00_006.pdf,True
03_001_21_02_027,03,001,21,02,027,bb392429635d8b3d581868af442a6d8118900b2d28e28f0a87158a6f41f714ff.pdf,status11,training\pdfs_train\03\03_001_21_02_027.pdf,True
26_001_03_02_005,26,001,03,02,005,78ad0bc11c9e92b7a1902c63d83223feaa31d195246747c5764b4238b271ef7b.pdf,status11,training\pdfs_train\26\26_001_03_02_005.pdf,True
26_001_07_01_006,26,001,07,01,006,dfa7976f2b8c6ac6490c6289a8fd2b810243f92a80f90525b48c42f698ca4d82.pdf,status11,training\pdfs_train\26\26_001_07_01_006.pdf,True
07_031_00_00_003,07,031,00,00,003,682d704961e94d4a41337eab17566d1b670ee67c8733854e46a1acc5d95232a7.pdf,status11,training\pdfs_train\07\07_031_00_00_003.pdf,True
17_040_99_07_001,17,040,99,07,001,1a5fe7a0f86662f309204f51f55abb536ec53ea18c4000e2ca770077c918666b.pdf,status11,training\pdfs_train\17\17_040_99_07_001.pdf,True
03_001_38_03_013,03,001,38,03,013,c504839e75fd28b95e91b1c8354365cdc02c40c9e89bd1ca9a8a954132c7501c.pdf,status11,training\pdfs_train\03\03_001_38_03_013.pdf,True
17_019_99_41_002,17,019,99,41,002,9efd03dd66d6ea6815c97229c4cdaef4c0b291a2b8c4dc00582aa97591732699.pdf,status11,training\pdfs_train\17\17_019_99_41_002.pdf,True
26_001_01_03_004,26,001,01,03,004,c20d238dae8d326d5cd80a1251726f863c2698f26b112cb2f60bae3c3f703ccc.pdf,status11,training\pdfs_train\26\26_001_01_03_004.pdf,True
03_001_12_02_001,03,001,12,02,001,ffa054074f926cd0b1f9fcad93681f72e8809461638d12f2ac837f639530e38c.pdf,status11,training\pdfs_train\03\03_001_12_02_001.pdf,True
17_034_99_31_002,17,034,99,31,002,210871cec525493bef7520693d036161010f42d98c6d8bf21a7531239fc8225a.pdf,status11,training\pdfs_train\17\17_034_99_31_002.pdf,True
07_100_00_00_004,07,100,00,00,004,d2e77711a46aafbb9a69436d76e8c8f211d4e34b2efbc9a9baea9208016f8e10.pdf,status11,training\pdfs_train\07\07_100_00_00_004.pdf,True
26_001_09_06_006,26,001,09,06,006,d197b9b9f5bbadd98bac805faf240ecc745bcb37a7e72f74f87fea7d53cecfcd.pdf,status11,training\pdfs_train\26\26_001_09_06_006.pdf,True
17_038_99_10_001,17,038,99,10,001,24a50f6d742125dee98eab7da16bb0870a876b6664160c0faa380a170ddd4a2f.pdf,status11,training\pdfs_train\17\17_038_99_10_001.pdf,True
07_067_02_03_009,07,067,02,03,009,f63d203a9ce01bd89e48d08dab1d3c68abd6c7f468f0c32599c38be1825e736d.pdf,status11,training\pdfs_train\07\07_067_02_03_009.pdf,True
23_123_00_00_004,23,123,00,00,004,e51428197a6160e801d7bf9aa11c763b38b87142e5a88233282a5a8eea14ca7f.pdf,status11,training\pdfs_train\23\23_123_00_00_004.pdf,True
26_001_06_02_014,26,001,06,02,014,0588116a6e7a0e58806fea9a35d9bda4bf832f1e3e8fe838aa69865b9ac8d5af.pdf,status11,training\pdfs_train\26\26_001_06_02_014.pdf,True
28_160_01_02_013,28,160,01,02,013,f2125e86d852eff967a9fee74e75655c49f70d1977fa3a053e01f31f825accfe.pdf,status11,training\pdfs_train\28\28_160_01_02_013.pdf,True
03_019_00_00_028,03,019,00,00,028,04735f092cb830e8b400f0d5743f0c647a7340c1fe5fc58818fbae58511752e3.pdf,status11,training\pdfs_train\03\03_019_00_00_028.pdf,True
07_055_00_00_003,07,055,00,00,003,e9c9ffec1d6aedc9aaf8b97ba5a457bab2355b9cd8b68c0bd1c33bf96a5701ca.pdf,status11,training\pdfs_train\07\07_055_00_00_003.pdf,True
07_169_00_00_004,07,169,00,00,004,3c7143ec5ce1b8199070a9e76ef8e11ce63243d4747e03db32dfb294f1d1a936.pdf,status11,training\pdfs_train\07\07_169_00_00_004.pdf,True
03_052_04_03_027,03,052,04,03,027,d35239d05dcb9f37ed43da72a4a6d119904070c11e2ea4690667980363f59738.pdf,status11,training\pdfs_train\03\03_052_04_03_027.pdf,True
44_001_04_07_006,44,001,04,07,006,261b438ec02a071f83331e2c433739874f270c949718c5e48fb9abf8dbe9063e.pdf,status11,training\pdfs_train\44\44_001_04_07_006.pdf,True
13_001_03_07_014,13,001,03,07,014,40432ddda8e06eaeb7e5ce8f1355d1eb03c0cd69b3527b647065e71a62f732dd.pdf,status11,training\pdfs_train\13\13_001_03_07_014.pdf,True
23_001_04_05_006,23,001,04,05,006,201b8db633f83c0e7eb5c03c77e11a6a69003523786fe7846cf1f8870e4ad356.pdf,status11,training\pdfs_train\23\23_001_04_05_006.pdf,True
50_001_02_01_018,50,001,02,01,018,7ad58e368846e6b5e4be8dfa4dd86a32e3067c919dd47c1632558f1a88088124.pdf,status11,training\pdfs_train\50\50_001_02_01_018.pdf,True
44_016_99_51_002,44,016,99,51,002,e7c170a2273b102a57f99c0263d8b37bcac87efd62fa2a01f0d59443a8d5d766.pdf,status11,training\pdfs_train\44\44_016_99_51_002.pdf,True
03_001_01_02_004,03,001,01,02,004,fc5cafd2f245e6af9f67cbdf660c91804f89b007c77d6580ce257b5ce8ea5169.pdf,status11,training\pdfs_train\03\03_001_01_02_004.pdf,True
28_180_99_24_001,28,180,99,24,001,db165ecdafeca023cb3b2ecf87a8267e3d4e97eddf7f655d64c90082d9280481.pdf,status11,training\pdfs_train\28\28_180_99_24_001.pdf,True
07_088_00_00_004,07,088,00,00,004,1f539bc1254b29e20d033643c0c1028b26908c35a660e13cb536fe65d411e937.pdf,status11,training\pdfs_train\07\07_088_00_00_004.pdf,True
13_046_99_80_001,13,046,99,80,001,9068629d1656c604093beb64bddf0afccec7de25b4c98af794c36ee1a14faa7b.pdf,status11,training\pdfs_train\13\13_046_99_80_001.pdf,True
88_355_03_85_004,88,355,03,85,004,ec8ae1bbae47bbebdfed17e85fd53d687a7551879ddc77e72a75b9b760259b12.pdf,status11,training\pdfs_train\88\88_355_03_85_004.pdf,True
23_067_02_03_001,23,067,02,03,001,617aa07925e4a5844c51b71f2f07a195bf5e45cc13ae4558ad33e7774cb322b8.pdf,status11,training\pdfs_train\23\23_067_02_03_001.pdf,True
03_001_28_02_004,03,001,28,02,004,8bd51b5cc4f15cd8d512e95b1c092ab4337ebb411e277c27d7e63e220fc41d93.pdf,status11,training\pdfs_train\03\03_001_28_02_004.pdf,True
28_300_99_80_004,28,300,99,80,004,430805cb93c6e1a783ab6a25bec975429affb64d59140ee36daed46c8e3c7fa1.pdf,status11,training\pdfs_train\28\28_300_99_80_004.pdf,True
26_040_00_00_015,26,040,00,00,015,52e5ae776d8dfa21e2976637dc2ca0f7aac6a7b9a82e06761b61ab0b683e7e47.pdf,status11,training\pdfs_train\26\26_040_00_00_015.pdf,True
50_092_00_00_001,50,092,00,00,001,32620cd8fb1c74981f82bb17a81f14725deaa563157d1fafcc5cfca3e17b7e03.pdf,status11,training\pdfs_train\50\50_092_00_00_001.pdf,True
13_001_07_01_011,13,001,07,01,011,0bde67d7d593a0a7f57b620b9eb62584b534b3abb1daad9ee17455e40a0bb21d.pdf,status11,training\pdfs_train\13\13_001_07_01_011.pdf,True
07_298_00_00_002,07,298,00,00,002,6b3c9bf5cb929f163690fe2af91d57d236b12c04924419c35a9f41a1ce417674.pdf,status11,training\pdfs_train\07\07_298_00_00_002.pdf,True
44_001_04_02_006,44,001,04,02,006,35b82553a8c8ff328db3d84d25378143e150b8f28d4de2cee77a0c89a144b4d9.pdf,status11,training\pdfs_train\44\44_001_04_02_006.pdf,True
26_001_10_07_001,26,001,10,07,001,9465c55f37a7bcd535132949384dde5d5bece81b972e201a6ee851d14e930c2f.pdf,status11,training\pdfs_train\26\26_001_10_07_001.pdf,True
50_001_01_02_005,50,001,01,02,005,8427f556a5a9c54bf876197082abdcdea6b3637ee8e2b5c0dacd37c9d25fb9a4.pdf,status11,training\pdfs_train\50\50_001_01_02_005.pdf,True
23_001_03_05_019,23,001,03,05,019,8c13cad22470970405c7b2385713b26cf1a2464ca02dce921d3040045fe2a5fc.pdf,status11,training\pdfs_train\23\23_001_03_05_019.pdf,True
26_010_01_01_017,26,010,01,01,017,357c4b180cf9f8c5510a92e98f1b4d2618b76eb885ef037e19a589b28e85db00.pdf,status11,training\pdfs_train\26\26_010_01_01_017.pdf,True
88_355_70_02_009,88,355,70,02,009,fa234fbf2143d8b45b028296e65b7d8e94547498cb88c5c40276f46ad443e284.pdf,status11,training\pdfs_train\88\88_355_70_02_009.pdf,True
03_034_00_01_008,03,034,00,01,008,96105c4e3b0f610e4848474672a485f54036ef15aac6a489e84e46e0a825b0bb.pdf,status11,training\pdfs_train\03\03_034_00_01_008.pdf,True
28_001_05_03_010,28,001,05,03,010,cfe54019021ac8f4fb65452a2a52099cf03ce8b8a296a9f5e78b340f2c2a202e.pdf,status11,training\pdfs_train\28\28_001_05_03_010.pdf,True
13_032_00_01_032,13,032,00,01,032,7c0a6de39640f02794f0104ed5062618fe8912aa6857879bf8161fe13338ce3d.pdf,status11,training\pdfs_train\13\13_032_00_01_032.pdf,True
23_067_02_02_024,23,067,02,02,024,d6820a9bebfcccbc605a9e2df7dce33d4b66542574ffac86558f652962c4854d.pdf,status11,training\pdfs_train\23\23_067_02_02_024.pdf,True
44_001_03_03_016,44,001,03,03,016,b048fcf13423c1efeb9da18247ce464a5a104652cdd38e53548d314ec2dfce93.pdf,status11,training\pdfs_train\44\44_001_03_03_016.pdf,True
07_277_99_04_001,07,277,99,04,001,ac48f6488ee4153d9eef1f0f2b9150526c41c5d715021cb50380963e2a52aa43.pdf,status11,training\pdfs_train\07\07_277_99_04_001.pdf,True
44_001_01_07_015,44,001,01,07,015,580d606e046bacd6201af8212672d86c7e5a0d9ff78ef9d3a42a54cadadaf0ac.pdf,status11,training\pdfs_train\44\44_001_01_07_015.pdf,True
28_200_01_02_008,28,200,01,02,008,4dc50a5bbb0c72f9e2854ab1b8aa275c8d06f1ee974f1156f66788c2b1898d61.pdf,status11,training\pdfs_train\28\28_200_01_02_008.pdf,True
26_060_01_04_004,26,060,01,04,004,c5012fe8ee3c43d4102323459ca6ab433407b86a18f5a2c50e9932a74a304618.pdf,status11,training\pdfs_train\26\26_060_01_04_004.pdf,True
07_250_00_00_017,07,250,00,00,017,423d56b288c6f6246d372c4e901e7554e37e5eaad1fbd3b4b9668ff3765d5639.pdf,status11,training\pdfs_train\07\07_250_00_00_017.pdf,True
03_022_03_03_017,03,022,03,03,017,68e45ce61417190d5e0df1e3cb51df1ef9b8ee92f439713d48d894da1f31a77e.pdf,status11,training\pdfs_train\03\03_022_03_03_017.pdf,True
52_001_07_01_018,52,001,07,01,018,0293a987e40834dc42fdc5ebe7252d2c09b4cffbec96df365dec581b440d864b.pdf,status11,training\pdfs_train\52\52_001_07_01_018.pdf,True
88_355_65_02_035,88,355,65,02,035,227dc7387c3211ef854083f5a93598ab90232f1c11a9c5508998ef5936c59932.pdf,status3,training\pdfs_train\88\88_355_65_02_035.pdf,True
23_055_00_00_005,23,055,00,00,005,639f42435a62a771fa555e505ade495cfd0808170ce7ce373034fd4b94add0fd.pdf,status11,training\pdfs_train\23\23_055_00_00_005.pdf,True
13_025_02_02_036,13,025,02,02,036,500f6b9ca3b4816750631fbe12b13c6f3000ad9a25199be3b996fa5ac7f3f9fa.pdf,status11,training\pdfs_train\13\13_025_02_02_036.pdf,True
52_035_02_02_016,52,035,02,02,016,287b3d9e1aacdf0e211c9c3b02c863558625ab4910bfee47f9d6847b79036c5d.pdf,status11,training\pdfs_train\52\52_035_02_02_016.pdf,True
26_001_07_02_001,26,001,07,02,001,827c1e1dcaf1ba90d8f5c8e1343ec68437a25e70822c5431956575857c5eefd5.pdf,status11,training\pdfs_train\26\26_001_07_02_001.pdf,True
03_001_30_04_008,03,001,30,04,008,6b324ea341fca74cc7951db2081d0f1b0926a9faea17b2aab057478022637c3c.pdf,status11,training\pdfs_train\03\03_001_30_04_008.pdf,True
28_001_06_03_008,28,001,06,03,008,f593cf259723d3bb04d140044c6c29ebabe759d60f1eb5e54c9f5fcea236384c.pdf,status11,training\pdfs_train\28\28_001_06_03_008.pdf,True
07_328_00_00_012,07,328,00,00,012,5c04761b37fb200f2b35c1be422dbb5f1b422a047e4269f598b175fd20806e9b.pdf,status11,training\pdfs_train\07\07_328_00_00_012.pdf,True
44_001_03_03_010,44,001,03,03,010,db3452f7008d99e4ae43818303088216cab963e2e8f7bb983dcd6a4dae002e90.pdf,status11,training\pdfs_train\44\44_001_03_03_010.pdf,True
88_465_05_02_017,88,465,05,02,017,4707cb958ce649749443a990a7b648adbaa7cdde4516aadc635c1869243a760c.pdf,status11,training\pdfs_train\88\88_465_05_02_017.pdf,True
52_001_12_03_010,52,001,12,03,010,404342fd60a221e7e223fc7eb4264e153e55c3654f6589a728d97b06df7266c0.pdf,status11,training\pdfs_train\52\52_001_12_03_010.pdf,True
88_285_05_81_001,88,285,05,81,001,f5bcc58f91471212e082ae7e15fcd73dccdadfc349ad908d4de4dceb65a3d405.pdf,status11,training\pdfs_train\88\88_285_05_81_001.pdf,True
03_001_32_05_010,03,001,32,05,010,8d8389f49fec2185ef8e1ef6167fd6eeb736ccad3a046a571819e34e275778ff.pdf,status11,training\pdfs_train\03\03_001_32_05_010.pdf,True
26_025_00_00_006,26,025,00,00,006,542c4911b9f7cd9f1792b24699aa89f4f7c92ebbd1b7861cf98c70206a9bb9ea.pdf,status11,training\pdfs_train\26\26_025_00_00_006.pdf,True
28_040_99_55_003,28,040,99,55,003,70d2243473422cb174c684d121d4a02abc89d2f7a45063a76359600c59a652da.pdf,status11,training\pdfs_train\28\28_040_99_55_003.pdf,True
03_001_32_02_002,03,001,32,02,002,fcadb2023a1d2a3f886251e80152dd6e4ee2392002487b55f1641486fd479c97.pdf,status11,training\pdfs_train\03\03_001_32_02_002.pdf,True
23_139_99_Z3_001,23,139,99,Z3,001,c4d05c45c77399492b835b56e5f87adb017b499c5622362ef24c259d2e44608e.pdf,status11,training\pdfs_train\23\23_139_99_Z3_001.pdf,True
07_001_03_04_014,07,001,03,04,014,7808311273fcd455802b439677f2ae1a89a5581321c747fe69f796f09a62cf70.pdf,status11,training\pdfs_train\07\07_001_03_04_014.pdf,True
13_001_04_03_010,13,001,04,03,010,3265ba63efe6064170ab7a3b893ad04fb9edf01b865b10093c265f893e38ea69.pdf,status11,training\pdfs_train\13\13_001_04_03_010.pdf,True
44_001_03_04_009,44,001,03,04,009,cfff2ac92cdc29d06a427cb06f7f8737f8b4fadfece461c0b1ae4f2952ea2359.pdf,status11,training\pdfs_train\44\44_001_03_04_009.pdf,True
23_139_03_01_007,23,139,03,01,007,13622586e350fb51c7b1b3afa0cadf1b0de0f244048ea91547cfe3143148fce4.pdf,status11,training\pdfs_train\23\23_139_03_01_007.pdf,True
28_220_99_62_010,28,220,99,62,010,d012b171da54e7d5a9d88c71ab1033715135f23b30bfcce85241e48ed7ca04ea.pdf,status11,training\pdfs_train\28\28_220_99_62_010.pdf,True
52_001_02_02_014,52,001,02,02,014,1253ef2bbe2af02bbea5eecf326405659b20ffb8934d437da2a0bc137a7fc542.pdf,status11,training\pdfs_train\52\52_001_02_02_014.pdf,True
26_001_02_03_012,26,001,02,03,012,dd1d3e354ed5c034bce8f52e015affc58a2c9f78ce37b863dd88d77ea99bebd8.pdf,status11,training\pdfs_train\26\26_001_02_03_012.pdf,True
88_355_03_85_008,88,355,03,85,008,c581f99eeba9c9812f3c8d59e8bf30d9079ad1d2ee683f578097bb4839219627.pdf,status11,training\pdfs_train\88\88_355_03_85_008.pdf,True
13_001_06_03_010,13,001,06,03,010,4c0546273144770b7b62da876b67d92dc17641b1fda09a301711670f8d11fa2f.pdf,status11,training\pdfs_train\13\13_001_06_03_010.pdf,True
07_181_01_01_022,07,181,01,01,022,ad349489612e5a2a9d5f360f36bf3a0c2881aa18a7782773f7a8fff0b0343107.pdf,status11,training\pdfs_train\07\07_181_01_01_022.pdf,True
13_001_99_31_001,13,001,99,31,001,9c3ab989f184add9affb25e3385c209deb85cc8346c37d7a3a7fd6602d521698.pdf,status11,training\pdfs_train\13\13_001_99_31_001.pdf,True
52_001_13_02_010,52,001,13,02,010,0fc1cc1b1d184cb129e5978bafcdd081497585f916f459371b3872535b6fbbd9.pdf,status11,training\pdfs_train\52\52_001_13_02_010.pdf,True
44_017_00_00_003,44,017,00,00,003,6d84f187b4e8f9439e2587e4d1321d4802a8e1785ac68eb4d64deffb97494c74.pdf,status11,training\pdfs_train\44\44_017_00_00_003.pdf,True
88_305_05_86_001,88,305,05,86,001,89a3919215d7a45f46421e8515bd8edbdf01830d7e9e8ad82d09e83d26e6672f.pdf,status11,training\pdfs_train\88\88_305_05_86_001.pdf,True
23_067_02_02_018,23,067,02,02,018,fde1b6d74b49469d4f89899d0540459746158d92a6d5c0ea1e49d23993f20506.pdf,status11,training\pdfs_train\23\23_067_02_02_018.pdf,True
26_060_02_02_011,26,060,02,02,011,737a2314d9ecd3945e35cbff46d79658d849920d40d4aacc88d1e7b606b89e54.pdf,status11,training\pdfs_train\26\26_060_02_02_011.pdf,True
07_214_02_01_015,07,214,02,01,015,9cd4df7aaaced9bb8367b3fecfe6cf0ef606e654a076dc33271971d0e1827817.pdf,status11,training\pdfs_train\07\07_214_02_01_015.pdf,True
26_001_01_01_014,26,001,01,01,014,f383120a554d3fe0f73ca40c6aa7cfb6c950cd764ffda6797d33c1769c57214d.pdf,status11,training\pdfs_train\26\26_001_01_01_014.pdf,True
28_300_01_02_004,28,300,01,02,004,c1563c7187c88ecaa1e7f78b5411559d57423e72e07dc3111da6d0fc996be0e8.pdf,status11,training\pdfs_train\28\28_300_01_02_004.pdf,True
13_001_99_14_001,13,001,99,14,001,751d920ca020582069f5dcfcccca53f310cae2854cc1b4e0e82146ae51082b63.pdf,status11,training\pdfs_train\13\13_001_99_14_001.pdf,True
52_045_00_00_024,52,045,00,00,024,cbe265a891179779452491e54cb6e14376a59c76f44812021cbdebe2f7f956d5.pdf,status11,training\pdfs_train\52\52_045_00_00_024.pdf,True
03_004_99_01_005,03,004,99,01,005,66576bec8083304510380520a0b64be321e511dc0d72a637fc24fb8f381c4430.pdf,status11,training\pdfs_train\03\03_004_99_01_005.pdf,True
07_214_02_02_002,07,214,02,02,002,22f11065e453f490141b34ffd2db756d2b9f80addeeb0758d79cb423574c0f72.pdf,status11,training\pdfs_train\07\07_214_02_02_002.pdf,True
52_080_99_91_001,52,080,99,91,001,a71ae5f7c1d31cb53a75e7718e9165a32d412b4d17bfeb9c1dffdab2a791489f.pdf,status11,training\pdfs_train\52\52_080_99_91_001.pdf,True
28_300_99_95_001,28,300,99,95,001,4630f807bc298ce03508d05c6a7d5011b0d905aeefa10c4e5374457f57367fc9.pdf,status11,training\pdfs_train\28\28_300_99_95_001.pdf,True
44_001_99_05_001,44,001,99,05,001,ae2502da2409552f5f902ae290c819ef9539c3a8c9599010d31750374a21a416.pdf,status11,training\pdfs_train\44\44_001_99_05_001.pdf,True
28_040_99_52_003,28,040,99,52,003,8bd3894ed80dbc6c6064c6536ff38a7a42b96b201f92d08c63d0d2b837e98e69.pdf,status11,training\pdfs_train\28\28_040_99_52_003.pdf,True
